,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
901,Maruti Ertiga VDI,2012,467920.62901118514,73000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0
902,Maruti Alto 800 LXI,2014,196592.48928066468,15000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
903,Nissan Sunny XE,2011,290501.1678488801,25000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0
904,Maruti Wagon R VXI BS IV,2011,212526.40091911782,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
905,Ford Endeavour 2.2 Titanium AT 4X2,2016,1049093.6161185848,85000,Diesel,Individual,Automatic,Second Owner,12.62 kmpl,2198 CC,158 bhp,385Nm@ 1600-2500rpm,7.0
906,Chevrolet Enjoy 1.3 TCDi LS 7,2016,353842.47949324426,110000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7.0
907,Mahindra Xylo D4,2014,547370.209511486,160000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7.0
908,Maruti Alto LXi BSIII,2010,149580.95406319184,20000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
909,Chevrolet Beat Diesel LT,2012,185527.896136915,110000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
910,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,575861.023920182,90000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
911,Hyundai Verna 1.6 SX,2014,587475.0510116428,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
912,Maruti Alto 800 LXI,2014,191776.26811463112,40000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
913,Hyundai i20 Magna,2010,203087.77535743508,50000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
914,Ford Endeavour 2.5L 4X2,2011,478318.53465736465,298000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7.0
915,Lexus ES 300h,2019,3656591.2623939854,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
916,Maruti Vitara Brezza LDi,2017,715907.5561818668,16200,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
917,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,555349.2768737796,57000,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
918,Maruti Vitara Brezza VDi Option,2017,675337.8088408124,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
919,Maruti Swift VXI Optional,2015,386148.1354084732,30000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
920,Toyota Innova 2.5 G4 Diesel 8-seater,2011,540393.2170672017,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
921,Toyota Innova Crysta 2.7 ZX AT BSIV,2016,1409259.9854979638,40000,Petrol,Individual,Automatic,First Owner,10.75 kmpl,2694 CC,163.7 bhp,245Nm@ 4000rpm,7.0
922,Hyundai i20 1.2 Asta Dual Tone,2018,581349.6840850349,2388,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
923,Hyundai Creta 1.6 CRDi SX Plus,2017,950870.1339525019,25000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
924,Volkswagen Vento Diesel Highline,2011,369401.58861566737,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
925,Maruti Wagon R VXI BS IV,2017,401660.0056101994,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
926,Tata Indica V2 DLS TC,2004,109456.2327232121,40000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0
927,Renault KWID RXT Optional,2018,395914.1355261455,10000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
928,Maruti Ritz VDi,2011,298909.9986873658,89000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0
929,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,438239.86172785814,40000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7.0
930,Tata Indica V2 eLS,2017,388434.6794416423,40000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
931,Ford Endeavour 3.2 Titanium AT 4X4,2018,2482945.017435812,35000,Diesel,Individual,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0
932,Hyundai Grand i10 Asta,2016,392402.0283759265,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
933,Toyota Fortuner 3.0 Diesel,2010,963962.5024435505,151000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
934,Mercedes-Benz S-Class S 350 CDI,2017,4762055.735509209,37000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,620Nm@ 1600-2400rpm,5.0
935,Maruti Ritz VXi (ABS) BS IV,2011,274139.7066254431,47000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0
936,BMW X4 M Sport X xDrive20d,2019,4669328.95056532,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
937,Maruti Celerio ZXI AMT BSIV,2018,532810.8171040631,30000,Petrol,Individual,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
938,Maruti Wagon R VXI BSIII,2012,233243.00590524872,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
939,Honda City i DTEC V,2015,551570.7067468001,80000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
940,Renault KWID RXE,2017,330270.1363796381,5000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
941,Hyundai Santro Xing XL eRLX Euro II,2006,169011.3483978397,100000,Petrol,Individual,Manual,Second Owner,,,,,
942,Volkswagen Polo 1.2 MPI Comfortline,2016,295783.855382504,120000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5.0
943,Maruti Swift VXI Optional,2017,502061.03442493454,30000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
944,Maruti 800 Std,2010,83108.9630963095,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
945,Hyundai Grand i10 Magna,2015,379941.13224066375,39414,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
946,Maruti SX4 VDI,2014,425320.7426886654,50000,Diesel,Individual,Manual,Second Owner,21.79 kmpl,1248 CC,88.73 bhp,200Nm@ 1750rpm,5.0
947,Maruti Alto K10 VXI,2019,668644.8810109249,15000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
948,Maruti Ertiga VDI,2013,450712.2828718427,90000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0
949,Toyota Camry 2.5 Hybrid,2016,1271703.8388009304,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
950,Maruti Swift Dzire AMT ZDI,2016,524419.1123714919,50000,Diesel,Individual,Automatic,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
951,Honda Mobilio S i DTEC,2015,695432.374613311,120000,Diesel,Individual,Manual,First Owner,24.2 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0
952,Maruti Alto K10 LXI,2013,259905.3192604511,27000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
953,Maruti 800 AC,2005,66157.22973724792,55425,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
954,Honda City 2017-2020 GXi,2007,158891.30311501934,120000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
955,Renault KWID RXL,2019,512211.31803835474,15000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
956,Chevrolet Spark 1.0 LT,2010,136239.35256931098,50000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
957,Hyundai Grand i10 Magna,2016,370597.32325254503,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
958,Tata Hexa XT,2017,975011.8399815316,70000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
959,Hyundai Santro GLS I - Euro I,1999,118039.02819319765,140000,Petrol,Individual,Manual,Third Owner,,,,,
960,Skoda Rapid 1.5 TDI AT Style Plus,2017,858310.1719512759,31000,Diesel,Dealer,Automatic,First Owner,21.66 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0
961,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,825462.6720755683,70000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
962,Maruti Alto 800 LX,2014,188008.38390169287,60000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
963,Hyundai Creta 1.4 E Plus,2019,1135358.2842521889,15000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0
964,Tata New Safari DICOR 2.2 VX 4x4,2009,379648.4921869576,150000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0
965,Maruti Alto K10 2010-2014 VXI,2011,202564.6723092099,35000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
966,Honda City S,2011,298708.5885662523,110000,Petrol,Individual,Manual,Third Owner,16.8 kmpl,1497 CC,116.4 bhp,146Nm@ 4800rpm,5.0
967,Skoda Kodiaq 2.0 TDI Style,2018,1670388.0719583097,40000,Diesel,Individual,Automatic,First Owner,16.25 kmpl,1968 CC,148 bhp,340nm@ 1750-3000rpm,7.0
968,Maruti Alto LXi,2009,122124.66164702468,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
969,Tata Zest Quadrajet 1.3 XT,2017,440814.11420356407,35000,Diesel,Individual,Manual,First Owner,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm,5.0
970,Maruti Swift Dzire LXi,2009,199076.12529184893,90000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0
971,Maruti Ertiga SHVS ZDI Plus,2017,844424.6212607806,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
972,Mahindra XUV500 W10 2WD,2016,1047008.9084355105,25000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
973,Hyundai i10 Magna,2013,299247.6869232303,82246,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
974,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,368205.91209346254,200000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
975,Mahindra Scorpio S10 7 Seater,2015,757293.2823572617,90000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
976,Toyota Fortuner 2.8 4WD AT BSIV,2017,2462053.2072308715,50000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0
977,Hyundai EON 1.0 Era Plus,2018,431881.1008462189,120000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0
978,Maruti Swift Dzire ZDI,2014,404694.66054496076,90000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
979,Honda Accord VTi-L MT,2006,279724.72262329457,60000,Petrol,Individual,Manual,Third Owner,11.9 kmpl,2354 CC,144 bhp,"20@ 4,700(kgm@ rpm)",5.0
980,Hyundai Xcent 1.2 VTVT S,2018,570309.82564908,40000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
981,Hyundai Santro LE,2001,143102.55890393397,80000,Petrol,Individual,Manual,Second Owner,,,,,
982,Maruti Swift Dzire VDi,2012,321435.21027098614,108000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
983,Mahindra Bolero DI,2011,331228.95391062193,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
984,Maruti Ritz VDi,2012,349782.23930757033,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0
985,Honda City 2017-2020 EXi,2006,148964.95271232753,140000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
986,Hyundai i20 Asta 1.4 CRDi,2013,397924.4337505425,60000,Diesel,Individual,Manual,Second Owner,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
987,Tata Indigo CS eVX,2013,220695.0188753734,60000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0
988,Maruti Alto 800 LXI Anniversary Edition,2014,209194.51773692775,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
989,Maruti Wagon R VXI BS IV,2008,157999.0676767977,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
990,Maruti Alto LXi,2007,110525.27552494414,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
991,Honda Brio V MT,2012,314155.16709045664,26000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
992,Maruti Alto LXi,2006,97632.10247090802,150000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
993,Maruti 800 DX,1999,56740.997260954384,100000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
994,Maruti Swift Dzire VXi,2010,236418.89085415986,143000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0
995,Hyundai i10 Magna 1.1L,2008,162704.32832545982,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
996,Hyundai i20 2015-2017 Sportz 1.2,2017,417803.33041787555,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
997,Hyundai i20 Era Diesel,2009,322909.0105599274,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
998,Hyundai i10 Asta,2012,277299.46840082423,25000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
999,Honda City i DTec SV,2016,663745.2291523763,110000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
